Star Wars: Episode V - The Empire Strikes Back
Inception
Star Wars: Episode IV - A New Hope
The Matrix
Terminator 2: Judgment Day
Alien
WALL·E
A Clockwork Orange
Aliens
Eternal Sunshine of the Spotless Mind
Back to the Future
Metropolis
2001: A Space Odyssey
Star Wars: Episode VI - Return of the Jedi
Blade Runner
Donnie Darko
The Thing
District 9
The Terminator
Twelve Monkeys
V for Vendetta
Stalker
Nausicaä of the Valley of the Wind
The War Game
Avatar
Star Trek
The Truman Show
Frankenstein
Bride of Frankenstein
Planet of the Apes
Children of Men
Solaris
Young Frankenstein
Brazil
The Day the Earth Stood Still
Moon
Neon Genesis Evangelion: The End of Evangelion
Invasion of the Body Snatchers
The Man from Earth
The Face of Another
Jurassic Park
The Iron Giant
Akira
E.T.: The Extra-Terrestrial
X-Men: First Class
Iron Man
The Girl Who Leapt Through Time
Open Your Eyes
Serenity
Evangelion: 2.0 You Can (Not) Advance
